ID,Response
50883,0.21176448669205863
50884,0.1907070016069233
50885,0.22191944467545036
50886,0.286701145271774
50887,0.22103214683351338
50888,0.18004323369416506
50889,0.21196892852715798
50890,0.27386354925119827
50891,0.1894054469065335
50892,0.21063994885942258
50893,0.18004323369416506
50894,0.2611927649545654
50895,0.28711705573360147
50896,0.18130044031625267
50897,0.20006921481929174
50898,0.21265026533570938
50899,0.1894054469065335
50900,0.19979764488062432
50901,0.22236112650124876
50902,0.22191944467545036
50903,0.21196892852715798
50904,0.18016631117098916
50905,0.21063994885942258
50906,0.22103214683351338
50907,0.2329318605413796
50908,0.21196892852715798
50909,0.18130044031625267
50910,0.29573511005425945
50911,0.19073704521111998
50912,0.2708530612808455
50913,0.2133005268317445
50914,0.2616085410113045
50915,0.19979764488062432
50916,0.23924950122577937
50917,0.2354548695292684
50918,0.24472016628677393
50919,0.21063994885942258
50920,0.18130044031625267
50921,0.24472016628677393
50922,0.2496416991998702
50923,0.24982023526591016
50924,0.26038758523692346
50925,0.2692371059376899
50926,0.19997618094666428
50927,0.22454997904357557
50928,0.2611927649545654
50929,0.21196892852715798
50930,0.21176448669205863
50931,0.20191210574045226
50932,0.23563340559530835
50933,0.19073704521111998
50934,0.24602560356939918
50935,0.22191944467545036
50936,0.18004323369416506
50937,0.21196892852715798
50938,0.22242825460481694
50939,0.2965176786363113
50940,0.22242825460481694
50941,0.22201247854807782
50942,0.22253966256728877
50943,0.25781390931479353
50944,0.22191944467545036
50945,0.2693649750694888
50946,0.260212433240001
50947,0.23391219225594403
50948,0.27077978321101426
50949,0.2343279683126831
50950,0.2343279683126831
50951,0.3113459540544888
50952,0.2616085410113045
50953,0.260212433240001
50954,0.17080409795862073
50955,0.22639426985976407
50956,0.23924950122577937
50957,0.28203575936612163
50958,0.21196892852715798
50959,0.2343279683126831
50960,0.22103214683351338
50961,0.2576860401829946
50962,0.2353941285010376
50963,0.17060662879929775
50964,0.21299891328888032
50965,0.2647580159480763
50966,0.24437151833360296
50967,0.22103214683351338
50968,0.18004323369416506
50969,0.21046141279338257
50970,0.2343279683126831
50971,0.22568595366750285
50972,0.27173233995141505
50973,0.26038758523692346
50974,0.20272979279161366
50975,0.22236112650124876
50976,0.23924950122577937
50977,0.22201247854807782
50978,0.23563340559530835
50979,0.1894054469065335
50980,0.22103214683351338
50981,0.22473036058827933
50982,0.21063994885942258
50983,0.19997618094666428
50984,0.2483826135328485
50985,0.22103214683351338
50986,0.19997618094666428
50987,0.24578632647512844
50988,0.2693649750694888
50989,0.2496416991998702
50990,0.21046141279338257
50991,0.23391219225594403
50992,0.20260671531478955
50993,0.26038758523692346
50994,0.21299891328888032
50995,0.23877666035669978
50996,0.19979764488062432
50997,0.2753287499882071
50998,0.18004323369416506
50999,0.24658297655257688
51000,0.23563340559530835
51001,0.20006921481929174
51002,0.18004323369416506
51003,0.2647580159480763
51004,0.2158235358196333
51005,0.24982023526591016
51006,0.21196892852715798
51007,0.25114844950137916
51008,0.2010991995810141
51009,0.2010991995810141
51010,0.22103214683351338
51011,0.19979764488062432
51012,0.2720007389853953
51013,0.284966612881616
51014,0.2570423026302358
51015,0.24448292629607482
51016,0.29637714873412985
51017,0.23258321258820866
51018,0.18004323369416506
51019,0.21063994885942258
51020,0.19979764488062432
51021,0.20252535095651436
51022,0.23563340559530835
51023,0.21176448669205863
51024,0.1894054469065335
51025,0.21196892852715798
51026,0.22242825460481694
51027,0.3113459540544888
51028,0.22201247854807782
51029,0.24472016628677393
51030,0.17060662879929775
51031,0.23512255856237016
51032,0.22103214683351338
51033,0.28203575936612163
51034,0.24437151833360296
51035,0.21196892852715798
51036,0.21063994885942258
51037,0.25436581797398544
51038,0.20252535095651436
51039,0.20260671531478955
51040,0.22508883257713883
51041,0.2381825756051584
51042,0.22988728801341093
51043,0.19979764488062432
51044,0.2300103654902351
51045,0.2354548695292684
51046,0.22236112650124876
51047,0.2009317740258878
51048,0.24472016628677393
51049,0.24058109953036588
51050,0.22236112650124876
51051,0.2329318605413796
51052,0.21176448669205863
51053,0.19043543166825586
51054,0.20272979279161366
51055,0.22103214683351338
51056,0.2571537105927077
51057,0.22103214683351338
51058,0.22103214683351338
51059,0.21176448669205863
51060,0.20006921481929174
51061,0.2354548695292684
51062,0.22508883257713883
51063,0.2496416991998702
51064,0.21265026533570938
51065,0.20272979279161366
51066,0.2571537105927077
51067,0.21046141279338257
51068,0.24729384220890382
51069,0.22506267155517756
51070,0.19336757957924522
51071,0.24982023526591016
51072,0.2844342832913291
51073,0.22639426985976407
51074,0.19979764488062432
51075,0.22242825460481694
51076,0.25983262624354886
51077,0.21046141279338257
51078,0.22103214683351338
51079,0.3127152377506201
51080,0.20260671531478955
51081,0.29115121680718425
51082,0.21299891328888032
51083,0.18004323369416506
51084,0.2717634989946962
51085,0.20260671531478955
51086,0.22201247854807782
51087,0.2720007389853953
51088,0.21134871063531957
51089,0.20006921481929174
51090,0.2329318605413796
51091,0.21176448669205863
51092,0.2206481522778666
51093,0.22236112650124876
51094,0.190361039985757
51095,0.2720007389853953
51096,0.22253966256728877
51097,0.22103214683351338
51098,0.2474217113407027
51099,0.3099219397248612
51100,0.2496416991998702
51101,0.21272007977128216
51102,0.3127152377506201
51103,0.2562712320414691
